ubic_geo,entidad,desc_ent,municipio,des_mun
30187,30,Veracruz de Ignacio de la Llave,30187,Tonayán
30188,30,Veracruz de Ignacio de la Llave,30188,Totutla
30189,30,Veracruz de Ignacio de la Llave,30189,Tuxpan
30190,30,Veracruz de Ignacio de la Llave,30190,Tuxtilla
30191,30,Veracruz de Ignacio de la Llave,30191,Ursulo Galván
30192,30,Veracruz de Ignacio de la Llave,30192,Vega de Alatorre
30193,30,Veracruz de Ignacio de la Llave,30193,Veracruz
30194,30,Veracruz de Ignacio de la Llave,30194,Villa Aldama
30195,30,Veracruz de Ignacio de la Llave,30195,Xoxocotla
30196,30,Veracruz de Ignacio de la Llave,30196,Yanga
30197,30,Veracruz de Ignacio de la Llave,30197,Yecuatla
30198,30,Veracruz de Ignacio de la Llave,30198,Zacualpan
30199,30,Veracruz de Ignacio de la Llave,30199,Zaragoza
30200,30,Veracruz de Ignacio de la Llave,30200,Zentla
30201,30,Veracruz de Ignacio de la Llave,30201,Zongolica
30202,30,Veracruz de Ignacio de la Llave,30202,Zontecomatlán de López y Fuentes
30203,30,Veracruz de Ignacio de la Llave,30203,Zozocolco de Hidalgo
30204,30,Veracruz de Ignacio de la Llave,30204,Agua Dulce
30205,30,Veracruz de Ignacio de la Llave,30205,El Higo
30206,30,Veracruz de Ignacio de la Llave,30206,Nanchital de Lázaro Cárdenas del Río
30207,30,Veracruz de Ignacio de la Llave,30207,Tres Valles
30208,30,Veracruz de Ignacio de la Llave,30208,Carlos A. Carrillo
30209,30,Veracruz de Ignacio de la Llave,30209,Tatahuicapan de Juárez
30210,30,Veracruz de Ignacio de la Llave,30210,Uxpanapa
30211,30,Veracruz de Ignacio de la Llave,30211,San Rafael
30212,30,Veracruz de Ignacio de la Llave,30212,Santiago Sochiapan
30998,30,Veracruz de Ignacio de la Llave,30998,No especificado
30999,30,Veracruz de Ignacio de la Llave,30999,Resto de los municipios
31000,31,Yucatán,31000,No identificado
31001,31,Yucatán,31001,Abalá
31002,31,Yucatán,31002,Acanceh
31003,31,Yucatán,31003,Akil
31004,31,Yucatán,31004,Baca
31005,31,Yucatán,31005,Bokobá
31006,31,Yucatán,31006,Buctzotz
31007,31,Yucatán,31007,Cacalchén
31008,31,Yucatán,31008,Calotmul
31009,31,Yucatán,31009,Cansahcab
31010,31,Yucatán,31010,Cantamayec
31011,31,Yucatán,31011,Celestún
31012,31,Yucatán,31012,Cenotillo
31013,31,Yucatán,31013,Conkal
31014,31,Yucatán,31014,Cuncunul
31015,31,Yucatán,31015,Cuzamá
31016,31,Yucatán,31016,Chacsinkín
31017,31,Yucatán,31017,Chankom
31018,31,Yucatán,31018,Chapab
31019,31,Yucatán,31019,Chemax
31020,31,Yucatán,31020,Chicxulub Pueblo
31021,31,Yucatán,31021,Chichimilá
31022,31,Yucatán,31022,Chikindzonot
31023,31,Yucatán,31023,Chocholá
31024,31,Yucatán,31024,Chumayel
31025,31,Yucatán,31025,Dzán
31026,31,Yucatán,31026,Dzemul
31027,31,Yucatán,31027,Dzidzantún
31028,31,Yucatán,31028,Dzilam de Bravo
31029,31,Yucatán,31029,Dzilam González
31030,31,Yucatán,31030,Dzitás
31031,31,Yucatán,31031,Dzoncauich
31032,31,Yucatán,31032,Espita
31033,31,Yucatán,31033,Halachó
31034,31,Yucatán,31034,Hocabá
31035,31,Yucatán,31035,Hoctún
31036,31,Yucatán,31036,Homún
31037,31,Yucatán,31037,Huhí
31038,31,Yucatán,31038,Hunucmá
31039,31,Yucatán,31039,Ixil
31040,31,Yucatán,31040,Izamal
31041,31,Yucatán,31041,Kanasín
31042,31,Yucatán,31042,Kantunil
31043,31,Yucatán,31043,Kaua
31044,31,Yucatán,31044,Kinchil
31045,31,Yucatán,31045,Kopomá
31046,31,Yucatán,31046,Mama
31047,31,Yucatán,31047,Maní
31048,31,Yucatán,31048,Maxcanú
31049,31,Yucatán,31049,Mayapán
31050,31,Yucatán,31050,Mérida
31051,31,Yucatán,31051,Mocochá
31052,31,Yucatán,31052,Motul
31053,31,Yucatán,31053,Muna
31054,31,Yucatán,31054,Muxupip
31055,31,Yucatán,31055,Opichén
31056,31,Yucatán,31056,Oxkutzcab
31057,31,Yucatán,31057,Panabá
31058,31,Yucatán,31058,Peto
31059,31,Yucatán,31059,Progreso
31060,31,Yucatán,31060,Quintana Roo
31061,31,Yucatán,31061,Río Lagartos
31062,31,Yucatán,31062,Sacalum
31063,31,Yucatán,31063,Samahil
31064,31,Yucatán,31064,Sanahcat
31065,31,Yucatán,31065,San Felipe
31066,31,Yucatán,31066,Santa Elena
31067,31,Yucatán,31067,Seyé
31068,31,Yucatán,31068,Sinanché
31069,31,Yucatán,31069,Sotuta
31070,31,Yucatán,31070,Sucilá
31071,31,Yucatán,31071,Sudzal
31072,31,Yucatán,31072,Suma
31073,31,Yucatán,31073,Tahdziú
31074,31,Yucatán,31074,Tahmek
31075,31,Yucatán,31075,Teabo
31076,31,Yucatán,31076,Tecoh
31077,31,Yucatán,31077,Tekal de Venegas
31078,31,Yucatán,31078,Tekantó
31079,31,Yucatán,31079,Tekax
31080,31,Yucatán,31080,Tekit
31081,31,Yucatán,31081,Tekom
31082,31,Yucatán,31082,Telchac Pueblo
31083,31,Yucatán,31083,Telchac Puerto
31084,31,Yucatán,31084,Temax
31085,31,Yucatán,31085,Temozón
31086,31,Yucatán,31086,Tepakán
31087,31,Yucatán,31087,Tetiz
31088,31,Yucatán,31088,Teya
31089,31,Yucatán,31089,Ticul
31090,31,Yucatán,31090,Timucuy
31091,31,Yucatán,31091,Tinum
31092,31,Yucatán,31092,Tixcacalcupul
31093,31,Yucatán,31093,Tixkokob
31094,31,Yucatán,31094,Tixmehuac
31095,31,Yucatán,31095,Tixpéhual
31096,31,Yucatán,31096,Tizimín
31097,31,Yucatán,31097,Tunkás
31098,31,Yucatán,31098,Tzucacab
31099,31,Yucatán,31099,Uayma
31100,31,Yucatán,31100,Ucú
31101,31,Yucatán,31101,Umán
31102,31,Yucatán,31102,Valladolid
31103,31,Yucatán,31103,Xocchel
31104,31,Yucatán,31104,Yaxcabá
31105,31,Yucatán,31105,Yaxkukul
31106,31,Yucatán,31106,Yobaín
31998,31,Yucatán,31998,No especificado
31999,31,Yucatán,31999,Resto de los municipios
32000,32,Zacatecas,32000,No identificado
32001,32,Zacatecas,32001,Apozol
32002,32,Zacatecas,32002,Apulco
32003,32,Zacatecas,32003,Atolinga
32004,32,Zacatecas,32004,Benito Juárez
32005,32,Zacatecas,32005,Calera
32006,32,Zacatecas,32006,Cañitas de Felipe Pescador
32007,32,Zacatecas,32007,Concepción del Oro
32008,32,Zacatecas,32008,Cuauhtémoc
32009,32,Zacatecas,32009,Chalchihuites
32010,32,Zacatecas,32010,Fresnillo
32011,32,Zacatecas,32011,Trinidad García de la Cadena
32012,32,Zacatecas,32012,Genaro Codina
32013,32,Zacatecas,32013,General Enrique Estrada
32014,32,Zacatecas,32014,General Francisco R. Murguía
32015,32,Zacatecas,32015,El Plateado de Joaquín Amaro
32016,32,Zacatecas,32016,General Pánfilo Natera
32017,32,Zacatecas,32017,Guadalupe
32018,32,Zacatecas,32018,Huanusco
32019,32,Zacatecas,32019,Jalpa
32020,32,Zacatecas,32020,Jerez
32021,32,Zacatecas,32021,Jiménez del Teul
32022,32,Zacatecas,32022,Juan Aldama
32023,32,Zacatecas,32023,Juchipila
32024,32,Zacatecas,32024,Loreto
32025,32,Zacatecas,32025,Luis Moya
32026,32,Zacatecas,32026,Mazapil
32027,32,Zacatecas,32027,Melchor Ocampo
32028,32,Zacatecas,32028,Mezquital del Oro
32029,32,Zacatecas,32029,Miguel Auza
32030,32,Zacatecas,32030,Momax
32031,32,Zacatecas,32031,Monte Escobedo
32032,32,Zacatecas,32032,Morelos
32033,32,Zacatecas,32033,Moyahua de Estrada
32034,32,Zacatecas,32034,Nochistlán de Mejía
32035,32,Zacatecas,32035,Noria de Ángeles
32036,32,Zacatecas,32036,Ojocaliente
32037,32,Zacatecas,32037,Pánuco
32038,32,Zacatecas,32038,Pinos
32039,32,Zacatecas,32039,Río Grande
32040,32,Zacatecas,32040,Sain Alto
32041,32,Zacatecas,32041,El Salvador
32042,32,Zacatecas,32042,Sombrerete
32043,32,Zacatecas,32043,Susticacán
32044,32,Zacatecas,32044,Tabasco
32045,32,Zacatecas,32045,Tepechitlán
32046,32,Zacatecas,32046,Tepetongo
32047,32,Zacatecas,32047,Teúl de González Ortega
32048,32,Zacatecas,32048,Tlaltenango de Sánchez Román
32049,32,Zacatecas,32049,Valparaíso
32050,32,Zacatecas,32050,Vetagrande
32051,32,Zacatecas,32051,Villa de Cos
32052,32,Zacatecas,32052,Villa García
32053,32,Zacatecas,32053,Villa González Ortega
32054,32,Zacatecas,32054,Villa Hidalgo
32055,32,Zacatecas,32055,Villanueva
32056,32,Zacatecas,32056,Zacatecas
32057,32,Zacatecas,32057,Trancoso
32058,32,Zacatecas,32058,Santa María de la Paz
32998,32,Zacatecas,32998,No especificado
32999,32,Zacatecas,32999,Resto de los municipios
